"코드.번호","CODE","회사명","업종.대.","업종.소.","코스피코스닥","국내여부"
"A123330",123330,"제닉","가정용품","화장품","코스닥",1
"A003310",3310,"대주산업","식음료","사료","코스닥",1
"A083500",83500,"에프엔에스테크","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A014130",14130,"한익스프레스","운송 및 물류","육상운송","코스피",1
"A052670",52670,"제일바이오","제약 및 바이오","동물용의약품","코스닥",1
"A269620",269620,"시스웍","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A027580",27580,"상보","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A048770",48770,"TPC","전기 및 전자기기","전자기기","코스닥",1
"A049120",49120,"파인디앤씨","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A064290",64290,"인텍플러스","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A222980",222980,"한국맥널티","식음료","음료","코스닥",1
"A131400",131400,"액트","IT 장비 및 소재","PCB","코스닥",1
"A076610",76610,"해성옵틱스","IT 장비 및 소재","카메라모듈","코스닥",1
"A159910",159910,"스킨앤스킨","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A024060",24060,"흥구석유","석유 및 가스","석유판매","코스닥",1
"A138070",138070,"신진에스엠","기계","기계","코스닥",1
"A030350",30350,"드래곤플라이","미디어 및 엔터","게임","코스닥",1
"A084870",84870,"TBH글로벌","섬유 및 의류","의류","코스피",1
"A043220",43220,"에이치엘비파워","석유 및 가스","석유판매","코스닥",1
"A064820",64820,"케이프","조선","조선기자재","코스닥",1
"A045510",45510,"정원엔시스","IT서비스","시스템서비스","코스닥",1
"A234100",234100,"세원","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A032680",32680,"소프트센","IT서비스","시스템서비스","코스닥",1
"A290120",290120,"대유에이피","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A094190",94190,"이엘케이","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A013810",13810,"스페코","기계","플랜트설비","코스닥",1
"A023350",23350,"한국종합기술","건설 및 건축자재","중견건설사","코스피",1
"A161570",161570,"THE MIDONG","자동차 및 관련부품","전장부품","코스닥",1
"A002140",2140,"고려산업","식음료","사료","코스피",1
"A042500",42500,"링네트","IT서비스","시스템서비스","코스닥",1
"A128660",128660,"피제이메탈","철강 및 비철강","철강소재","코스닥",1
"A053660",53660,"현진소재","조선","조선기자재","코스닥",1
"A072130",72130,"유엔젤","IT서비스","시스템서비스","코스피",1
"A049800",49800,"우진플라임","기계","기계","코스피",1
"A096610",96610,"알에프세미","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A105550",105550,"트루윈","자동차 및 관련부품","전장부품","코스닥",1
"A104540",104540,"코렌텍","의료기기 및 용품","의료용품","코스닥",1
"A226440",226440,"한송네오텍","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A071950",71950,"코아스","가정용품","가구","코스피",1
"A088790",88790,"진도","섬유 및 의류","의류","코스피",1
"A133750",133750,"메가엠디","일반서비스","교육","코스닥",1
"A021050",21050,"서원","철강 및 비철강","구리","코스피",1
"A128540",128540,"에코캡","자동차 및 관련부품","전장부품","코스닥",1
"A054920",54920,"한컴시큐어","IT서비스","보안서비스","코스닥",1
"A081580",81580,"성우전자","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A263860",263860,"지니언스","IT서비스","소프트웨어","코스닥",1
"A277410",277410,"인산가","식음료 ","식료품","코스닥",1
"A256940",256940,"케이피에스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A002710",2710,"TCC스틸","종이 및 용기","용기 및 포장재","코스피",1
"A101170",101170,"우림기계","기계","중장비 및 관련품","코스닥",1
"A087600",87600,"픽셀플러스","반도체 관련장비 및 부품","반도체 설계","코스닥",1
"A189980",189980,"흥국에프엔비","식음료","음료","코스닥",1
"A038530",38530,"골드퍼시픽","통신","통신장비","코스닥",1
"A008470",8470,"부스타","기계","보일러","코스닥",1
"A028040",28040,"미래SCI","전기 및 전자기기","전자기기","코스닥",1
"A052190",52190,"이에스에이","미디어 및 엔터","게임","코스닥",1
"A037030",37030,"파워넷","IT 장비 및 소재","파워서플라이","코스닥",1
"A094970",94970,"제이엠티","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A139050",139050,"데일리블록체인","운송 및 물류","운송인프라","코스닥",1
"A006880",6880,"신송홀딩스","식음료","식료품","코스피",1
"A237750",237750,"피앤씨테크","유틸리티","스마트그리드","코스닥",1
"A065570",65570,"삼영이엔씨","조선","조선기자재","코스닥",1
"A000760",760,"이화산업","섬유 및 의류","염료","코스피",1
"A020180",20180,"대신정보통신","IT서비스","시스템서비스","코스닥",1
"A250000",250000,"보라티알","식음료","식료품","코스닥",1
"A003280",3280,"흥아해운","운송 및 물류","해상운송","코스피",1
"A009140",9140,"경인전자","전기 및 전자기기","전기장비","코스피",1
"A056700",56700,"신화인터텍","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A005360",5360,"모나미","가정용품","개인용품","코스피",1
"A001000",1000,"신라섬유","섬유 및 의류","섬유","코스닥",1
"A213090",213090,"미래테크놀로지","IT서비스","보안서비스","코스닥",1
"A023440",23440,"제일제강","철강 및 비철강","선재(와이어)","코스닥",1
"A051630",51630,"진양화학","화학","합성수지","코스피",1
"A067920",67920,"이글루시큐리티","IT서비스","보안서비스","코스닥",1
"A101930",101930,"인화정공","조선","조선기자재","코스닥",1
"A057680",57680,"옴니텔","유통","전자상거래","코스닥",1
"A052900",52900,"KMH하이텍","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A089530",89530,"에이티세미콘","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A051390",51390,"YW","유통","유통","코스닥",1
"A073010",73010,"케이에스피","조선","조선기자재","코스닥",1
"A242040",242040,"나무기술","IT서비스","소프트웨어","코스닥",1
"A023810",23810,"인팩","자동차 및 관련부품","기타 자동차부품","코스피",1
"A049550",49550,"잉크테크","전기 및 전자기기","전자기기","코스닥",1
"A006050",6050,"국영지앤엠","건설 및 건축자재","유리","코스닥",1
"A049470",49470,"SGA","IT서비스","보안서비스","코스닥",1
"A023460",23460,"CNH","금융","기타 금융","코스닥",1
"A090740",90740,"연이정보통신","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A101730",101730,"조이맥스","미디어 및 엔터","게임","코스닥",1
"A065500",65500,"오리엔트정공","자동차 및 관련부품","변속기부품","코스닥",1
"A221980",221980,"케이디켐","화학","기타 화학","코스닥",1
"A123700",123700,"SJM","자동차 및 관련부품","기타 자동차부품","코스피",1
"A230980",230980,"솔트웍스","IT서비스","소프트웨어","코스닥",1
"A900120",900120,"씨케이에이치","식음료","식료품","코스닥",0
"A002220",2220,"한일철강","철강 및 비철강","강판","코스피",1
"A066410",66410,"버킷스튜디오","미디어 및 엔터","미디어","코스닥",1
"A127120",127120,"디엔에이링크","의료기기 및 용품","진단기기","코스닥",1
"A025950",25950,"동신건설","건설 및 건축자재","중견건설사","코스닥",1
"A065690",65690,"파커스","전기 및 전자기기","LED","코스닥",1
"A096690",96690,"제이스테판","전기 및 전자기기","전기장비","코스닥",1
"A006110",6110,"삼아알미늄","철강 및 비철강","알루미늄","코스피",1
"A050760",50760,"에스폴리텍","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A238120",238120,"로고스바이오","의료기기 및 용품","진단기기","코스닥",1
"A010660",10660,"화천기계","기계","공작기계","코스피",1
"A023150",23150,"MH에탄올","식음료","음료","코스피",1
"A004830",4830,"덕성","섬유 및 의류","피혁(가죽)","코스피",1
"A075970",75970,"동국알앤에스","철강 및 비철강","광물","코스닥",1
"A293580",293580,"나우아이비캐피탈","금융","기타 금융","코스닥",1
"A076080",76080,"웰크론한텍","기계","플랜트설비","코스닥",1
"A036640",36640,"HRS","화학","기타 화학","코스닥",1
"A075130",75130,"플랜티넷","IT서비스","인터넷서비스","코스닥",1
"A024830",24830,"세원물산","자동차 및 관련부품","차체부품","코스닥",1
"A039240",39240,"경남스틸","철강 및 비철강","강판","코스닥",1
"A010100",10100,"한국프랜지","자동차 및 관련부품","엔진부품","코스피",1
"A053050",53050,"지에스이","유틸리티","도시가스","코스닥",1
"A043100",43100,"솔고바이오","의료기기 및 용품","의료용품","코스닥",1
"A008370",8370,"원풍","화학","기타 화학","코스닥",1
"A089850",89850,"유비벨록스","전기 및 전자기기","스마트카드","코스닥",1
"A017000",17000,"신원종합개발","건설 및 건축자재","중견건설사","코스닥",1
"A097800",97800,"윈팩","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A044960",44960,"이글벳","제약 및 바이오","동물용의약품","코스닥",1
"A002690",2690,"동일제강","철강 및 비철강","선재(와이어)","코스피",1
"A004100",4100,"태양금속","자동차 및 관련부품","선재(볼트)","코스피",1
"A038340",38340,"UCI","가정용품","화장품","코스닥",1
"A024910",24910,"경창산업","자동차 및 관련부품","변속기부품","코스닥",1
"A019990",19990,"에너토크","기계","기계","코스닥",1
"A018620",18620,"우진비앤지","제약 및 바이오","동물용의약품","코스닥",1
"A007370",7370,"진양제약","제약 및 바이오","제약","코스닥",1
"A025530",25530,"SJM홀딩스","자동차 및 관련부품","기타 자동차부품","코스피",1
"A173130",173130,"오파스넷","IT서비스","시스템서비스","코스닥",1
"A091340",91340,"S&K폴리텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A019570",19570,"제미니투자","금융","기타 금융","코스닥",1
"A003780",3780,"진양산업","화학","폴리우레탄","코스피",1
"A101390",101390,"아이엠","IT 장비 및 소재","카메라모듈","코스닥",1
"A177350",177350,"베셀","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A002870",2870,"신풍제지","종이 및 용기","종이","코스피",1
"A002410",2410,"범양건영","건설 및 건축자재","중견건설사","코스피",1
"A110020",110020,"전진바이오팜","제약 및 바이오","제약","코스닥",1
"A115480",115480,"씨유메디칼","의료기기 및 용품","의료기기","코스닥",1
"A223310",223310,"이에스브이","전기 및 전자기기","전자기기","코스닥",1
"A263800",263800,"데이타솔루션","IT서비스","시스템서비스","코스닥",1
"A032960",32960,"동일기연","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A085910",85910,"네오티스","기계","기계","코스닥",1
"A115440",115440,"우리넷","통신","통신장비","코스닥",1
"A041020",41020,"인프라웨어","IT서비스","소프트웨어","코스닥",1
"A071090",71090,"하이스틸","철강 및 비철강","강관","코스피",1
"A170030",170030,"현대공업","자동차 및 관련부품","차량 시트","코스닥",1
"A092300",92300,"현우산업","IT 장비 및 소재","PCB","코스닥",1
"A032540",32540,"TJ미디어","레저산업","레저","코스닥",1
"A900040",900040,"차이나그레이트","섬유 및 의류","의류","코스닥",0
"A171010",171010,"램테크놀러지","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A024740",24740,"한일단조","자동차 및 관련부품","동력전달장치","코스닥",1
"A189690",189690,"포시에스","IT서비스","소프트웨어","코스닥",1
"A111820",111820,"지와이커머스","유통","전자상거래","코스닥",1
"A060900",60900,"퍼시픽바이오","석유 및 가스","석유판매","코스닥",1
"A021650",21650,"한국큐빅","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A212560",212560,"네오오토","자동차 및 관련부품","변속기부품","코스닥",1
"A205470",205470,"휴마시스","의료기기 및 용품","의료기기","코스닥",1
"A189860",189860,"서전기전","기계","전력기자재","코스닥",1
"A012340",12340,"뉴인텍","IT 장비 및 소재","콘덴서","코스닥",1
"A096040",96040,"이트론","전기 및 전자기기","전자기기","코스닥",1
"A021880",21880,"메이슨캐피탈","금융","기타 금융","코스닥",1
"A096640",96640,"멜파스","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A206400",206400,"엔터메이트","미디어 및 엔터","게임","코스닥",1
"A053270",53270,"구영테크","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A038620",38620,"위즈코프","석유 및 가스","석유판매","코스닥",1
"A192390",192390,"윈하이텍","건설 및 건축자재","거푸집","코스닥",1
"A000440",440,"중앙에너비스","석유 및 가스","석유판매","코스닥",1
"A050090",50090,"휘닉스소재","IT 장비 및 소재","2차전지","코스닥",1
"A123750",123750,"알톤스포츠","레저산업","자전거","코스닥",1
"A060260",60260,"뉴보텍","건설 및 건축자재","건축자재","코스닥",1
"A012860",12860,"서연전자","자동차 및 관련부품","전장부품","코스닥",1
"A122690",122690,"서진오토모티브","자동차 및 관련부품","변속기부품","코스닥",1
"A900070",900070,"글로벌에스엠","기계","기계","코스닥",0
"A050960",50960,"수산아이앤티","IT서비스","시스템서비스","코스닥",1
"A051980",51980,"센트럴바이오","통신","통신장비","코스닥",1
"A147760",147760,"마이크로프랜드","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A027970",27970,"세하","종이 및 용기","용기 및 포장재","코스피",1
"A065440",65440,"이루온","IT서비스","시스템서비스","코스닥",1
"A086250",86250,"화신테크","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A024900",24900,"덕양산업","자동차 및 관련부품","차량 내장재","코스피",1
"A224110",224110,"에이텍티앤","전기 및 전자기기","스마트카드","코스닥",1
"A028080",28080,"휴맥스홀딩스","가정용품","셋톱박스","코스닥",1
"A064480",64480,"브리지텍","IT서비스","컨택센터","코스닥",1
"A019180",19180,"티에이치엔","자동차 및 관련부품","기타 자동차부품","코스피",1
"A079000",79000,"와토스코리아","건설 및 건축자재","위생도기","코스닥",1
"A093380",93380,"풍강","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A082850",82850,"우리바이오","전기 및 전자기기","LED","코스닥",1
"A020120",20120,"키다리스튜디오","IT서비스","소프트웨어","코스피",1
"A290270",290270,"휴네시온","IT서비스","보안서비스","코스닥",1
"A015260",15260,"에이엔피","자동차 및 관련부품","차량 시트","코스피",1
"A136510",136510,"쎄미시스코","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A089150",89150,"케이씨티","IT서비스","금융시스템","코스닥",1
"A046310",46310,"백금T&A","자동차 및 관련부품","전장부품","코스닥",1
"A002070",2070,"남영비비안","섬유 및 의류","의류","코스피",1
"A011420",11420,"갤럭시아에스엠","미디어 및 엔터","매니지먼트","코스피",1
"A126640",126640,"화신정공","자동차 및 관련부품","차체부품","코스닥",1
"A119500",119500,"포메탈","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A053290",53290,"NE능률","일반서비스","교육","코스닥",1
"A023960",23960,"에쓰씨엔지니어링","건설 및 건축자재","중견건설사","코스피",1
"A054630",54630,"에이디칩스","반도체 관련장비 및 부품","반도체 유통","코스닥",1
"A054540",54540,"삼영엠텍","기계","플랜트설비","코스닥",1
"A154040",154040,"솔루에타","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A007120",7120,"미래아이앤지","IT서비스","시스템서비스","코스피",1
"A080530",80530,"코디","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A059100",59100,"아이컴포넌트","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A086060",86060,"진바이오텍","제약 및 바이오","동물용의약품","코스닥",1
"A069140",69140,"누리플랜","일반서비스","환경서비스","코스닥",1
"A044380",44380,"주연테크","가정용품","가전제품","코스피",1
"A114190",114190,"웰크론강원","기계","플랜트설비","코스닥",1
"A153490",153490,"우리이앤엘","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A019540",19540,"일지테크","자동차 및 관련부품","차체부품","코스닥",1
"A221610",221610,"한솔씨앤피","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A025880",25880,"케이씨피드","식음료","사료","코스닥",1
"A013000",13000,"세우글로벌","유통","유통","코스피",1
"A109070",109070,"컨버즈","종이 및 용기","종이","코스피",1
"A109080",109080,"옵티시스","통신","통신장비","코스닥",1
"A066310",66310,"큐에스아이","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A052460",52460,"아이크래프트","통신","통신장비","코스닥",1
"A032750",32750,"삼진","가정용품","가전제품","코스닥",1
"A032080",32080,"아즈텍WB","섬유 및 의류","의류","코스닥",1
"A032860",32860,"GMR 머티리얼즈","철강 및 비철강","철강소재","코스닥",1
"A203450",203450,"유니온커뮤니티","전기 및 전자기기","보안장비","코스닥",1
"A065420",65420,"에스아이리소스","유틸리티","전력","코스닥",1
"A226400",226400,"오스테오닉","의료기기 및 용품","의료기기","코스닥",1
"A024070",24070,"WISCOM","화학","합성수지","코스피",1
"A263540",263540,"샘코","기계","우주항공","코스닥",1
"A150900",150900,"파수닷컴","IT서비스","보안서비스","코스닥",1
"A001420",1420,"태원물산","자동차 및 관련부품","엔진부품","코스피",1
"A197140",197140,"디지캡","IT서비스","시스템서비스","코스닥",1
"A038950",38950,"파인디지털","자동차 및 관련부품","전장부품","코스닥",1
"A065770",65770,"CS","통신","통신장비","코스닥",1
"A089790",89790,"제이티","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A012620",12620,"원일특강","철강 및 비철강","제강","코스닥",1
"A016920",16920,"카스","기계","기계","코스닥",1
"A018500",18500,"동원금속","자동차 및 관련부품","차체부품","코스피",1
"A054040",54040,"한국컴퓨터","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A007770",7770,"한일화학","화학","기타 화학","코스닥",1
"A030720",30720,"동원수산","식음료","식료품","코스피",1
"A054940",54940,"엑사이엔씨","반도체 관련장비 및 부품","클린룸","코스닥",1
"A225590",225590,"패션플랫폼","섬유 및 의류","의류","코스닥",1
"A100030",100030,"모바일리더","IT서비스","시스템서비스","코스닥",1
"A033790",33790,"스카이문스테크놀로지","통신","통신장비","코스닥",1
"A002290",2290,"삼일기업공사","건설 및 건축자재","중견건설사","코스닥",1
"A005820",5820,"원림","종이 및 용기","용기 및 포장재","코스피",1
"A053160",53160,"프리엠스","기계","중장비 및 관련품","코스닥",1
"A032580",32580,"피델릭스","반도체 관련장비 및 부품","반도체 제조","코스닥",1
"A205500",205500,"액션스퀘어","미디어 및 엔터","게임","코스닥",1
"A019770",19770,"서연탑메탈","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A103230",103230,"에스앤더블류","조선","조선기자재","코스닥",1
"A131220",131220,"대한과학","의료기기 및 용품","의료기기","코스닥",1
"A009180",9180,"한솔로지스틱스","운송 및 물류","육상운송","코스피",1
"A035460",35460,"기산텔레콤","통신","통신장비","코스닥",1
"A044180",44180,"KD건설","건설 및 건축자재","중견건설사","코스닥",1
"A045300",45300,"성우테크론","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A141070",141070,"맥스로텍","기계","자동화기기","코스닥",1
"A051380",51380,"피씨디렉트","유통","유통","코스닥",1
"A051780",51780,"큐로홀딩스","식음료","음료","코스닥",1
"A048830",48830,"엔피케이","화학","합성수지","코스닥",1
"A175140",175140,"인포마크","전기 및 전자기기","전자기기","코스닥",1
"A062860",62860,"티엘아이","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A006200",6200,"한국전자홀딩스","IT 장비 및 소재","IT 소재 및 부품","코스피",1
"A187270",187270,"신화콘텍","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A001210",1210,"금호전기","전기 및 전자기기","LED","코스피",1
"A038010",38010,"제일테크노스","건설 및 건축자재","거푸집","코스닥",1
"A263020",263020,"디케이앤디","섬유 및 의류","피혁(가죽)","코스닥",1
"A052600",52600,"한네트","IT서비스","전자결제","코스닥",1
"A005320",5320,"국동","섬유 및 의류","의류","코스피",1
"A001140",1140,"국보","운송 및 물류","육상운송","코스피",1
"A072950",72950,"빛샘전자","통신","통신장비","코스닥",1
"A134580",134580,"디엠티","가정용품","셋톱박스","코스닥",1
"A008110",8110,"대동전자","IT 장비 및 소재","IT 소재 및 부품","코스피",1
"A010580",10580,"지코","자동차 및 관련부품","엔진부품","코스피",1
"A036620",36620,"버추얼텍","종이 및 용기","종이","코스닥",1
"A015540",15540,"메디파트너생명공학","유통","유통","코스피",1
"A066790",66790,"씨씨에스","미디어 및 엔터","미디어","코스닥",1
"A014940",14940,"오리엔탈정공","조선","조선기자재","코스닥",1
"A115530",115530,"씨엔플러스","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A070300",70300,"한솔시큐어","전기 및 전자기기","스마트카드","코스닥",1
"A018700",18700,"바른손","미디어 및 엔터","영화","코스닥",1
"A043260",43260,"성호전자","IT 장비 및 소재","파워서플라이","코스닥",1
"A122800",122800,"썬텍","철강 및 비철강","제강","코스닥",1
"A011230",11230,"삼화전자","IT 장비 및 소재","IT 소재 및 부품","코스피",1
"A070590",70590,"한솔인티큐브","IT서비스","컨택센터","코스닥",1
"A033050",33050,"제이엠아이","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A056000",56000,"신스타임즈","전기 및 전자기기","전자기기","코스닥",1
"A005450",5450,"신한","건설 및 건축자재","중견건설사","코스피",1
"A043590",43590,"크로바하이텍","IT 장비 및 소재","파워서플라이","코스닥",1
"A093640",93640,"다믈멀티미디어","반도체 관련장비 및 부품","반도체 설계","코스닥",1
"A003680",3680,"한성기업","식음료","식료품","코스피",1
"A073540",73540,"에프알텍","통신","통신장비","코스닥",1
"A115570",115570,"스타플렉스","미디어 및 엔터","광고","코스닥",1
"A191410",191410,"육일씨엔에쓰","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A032280",32280,"삼일","운송 및 물류","육상운송","코스닥",1
"A067010",67010,"이씨에스","IT서비스","컨택센터","코스닥",1
"A094860",94860,"코닉글로리","IT서비스","보안서비스","코스닥",1
"A011300",11300,"성안","섬유 및 의류","섬유","코스피",1
"A024850",24850,"피에스엠씨","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A078350",78350,"한양디지텍","반도체 관련장비 및 부품","반도체 제조","코스닥",1
"A038110",38110,"에코플라스틱","자동차 및 관련부품","차량 내장재","코스닥",1
"A143540",143540,"영우디에스피","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A219130",219130,"타이거일렉","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A208370",208370,"셀바스헬스케어","의료기기 및 용품","의료기기","코스닥",1
"A170790",170790,"파이오링크","통신","통신장비","코스닥",1
"A023790",23790,"동일철강","철강 및 비철강","봉형강","코스닥",1
"A035200",35200,"프럼파스트","건설 및 건축자재","건축자재","코스닥",1
"A101670",101670,"코리아에스이","건설 및 건축자재","건축자재","코스닥",1
"A227100",227100,"디자인","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A060380",60380,"동양에스텍","철강 및 비철강","강판","코스닥",1
"A258610",258610,"이더블유케이","기계","기계","코스닥",1
"A079170",79170,"한창산업","철강 및 비철강","아연","코스닥",1
"A011080",11080,"형지I&C","섬유 및 의류","의류","코스닥",1
"A123010",123010,"옵토팩","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A130500",130500,"GH신소재","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A196700",196700,"웹스","화학","기타 화학","코스닥",1
"A082660",82660,"삼우엠스","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A008830",8830,"대동기어","자동차 및 관련부품","동력전달장치","코스닥",1
"A099410",99410,"동방선기","조선","조선기자재","코스닥",1
"A015020",15020,"이스타코","미디어 및 엔터","미디어","코스피",1
"A090150",90150,"광진윈텍","자동차 및 관련부품","차량 시트","코스닥",1
"A004920",4920,"씨아이테크","IT서비스","시스템서비스","코스피",1
"A115610",115610,"이미지스","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A020400",20400,"대동금속","자동차 및 관련부품","엔진부품","코스닥",1
"A073190",73190,"듀오백","가정용품","가구","코스닥",1
"A077280",77280,"한컴지엠디","IT서비스","시스템서비스","코스닥",1
"A000950",950,"전방","섬유 및 의류","섬유","코스피",1
"A005030",5030,"부산주공","자동차 및 관련부품","기타 자동차부품","코스피",1
"A010420",10420,"한솔PNS","종이 및 용기","종이","코스피",1
"A044780",44780,"에이치케이","기계","기계","코스닥",1
"A058420",58420,"제이웨이","미디어 및 엔터","미디어","코스닥",1
"A098660",98660,"에스티오","섬유 및 의류","의류","코스닥",1
"A106520",106520,"디지탈옵틱","IT 장비 및 소재","카메라모듈","코스닥",1
"A130740",130740,"티피씨글로벌","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A900110",900110,"이스트아시아홀딩스","섬유 및 의류","의류","코스닥",0
"A103130",103130,"웅진에너지","에너지","태양광","코스피",1
"A009620",9620,"삼보산업","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A058450",58450,"일야","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A002420",2420,"세기상사","미디어 및 엔터","영화","코스피",1
"A064520",64520,"바른전자","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A227950",227950,"마이크로텍","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A001770",1770,"신화실업","종이 및 용기","용기 및 포장재","코스피",1
"A003720",3720,"삼영화학","종이 및 용기","용기 및 포장재","코스피",1
"A113810",113810,"디젠스","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A105330",105330,"케이엔더블유","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A067730",67730,"로지시스","IT서비스","금융시스템","코스닥",1
"A153460",153460,"네이블","IT서비스","보안서비스","코스닥",1
"A023770",23770,"플레이위드","미디어 및 엔터","게임","코스닥",1
"A037400",37400,"우리조명","전기 및 전자기기","LED","코스닥",1
"A045340",45340,"토탈소프트","운송 및 물류","운송인프라","코스닥",1
"A158310",158310,"인터불스","기계","기계","코스닥",1
"A091440",91440,"텔레필드","통신","통신장비","코스닥",1
"A054220",54220,"비츠로시스","유틸리티","스마트그리드","코스닥",1
"A024940",24940,"PN풍년","가정용품","주방용품","코스닥",1
"A052770",52770,"와이디온라인","미디어 및 엔터","게임","코스닥",1
"A039740",39740,"한국정보공학","유통","유통","코스닥",1
"A043360",43360,"디지아이","전기 및 전자기기","전기장비","코스닥",1
"A067770",67770,"세진티에스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A098120",98120,"마이크로컨텍솔","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A054410",54410,"케이피티유","기계","기계","코스닥",1
"A012600",12600,"청호컴넷","IT서비스","시스템서비스","코스피",1
"A226350",226350,"아이엠텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A121850",121850,"코이즈","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A008500",8500,"일정실업","자동차 및 관련부품","차량 시트","코스피",1
"A178780",178780,"유테크","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A080580",80580,"오킨스전자","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A134060",134060,"이퓨쳐","일반서비스","교육","코스닥",1
"A033250",33250,"체시스","자동차 및 관련부품","동력전달장치","코스피",1
"A096870",96870,"엘디티","반도체 관련장비 및 부품","반도체 설계","코스닥",1
"A025890",25890,"한국주강","조선","조선기자재","코스피",1
"A217190",217190,"제너셈","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A007530",7530,"영신금속","자동차 및 관련부품","선재(볼트)","코스닥",1
"A026910",26910,"광진실업","철강 및 비철강","봉형강","코스닥",1
"A033600",33600,"럭슬","자동차 및 관련부품","제동장치","코스닥",1
"A010640",10640,"진양폴리","화학","폴리우레탄","코스피",1
"A099520",99520,"ITX엠투엠","전기 및 전자기기","보안장비","코스닥",1
"A029480",29480,"바른테크놀로지","IT서비스","시스템서비스","코스닥",1
"A058110",58110,"멕아이씨에스","의료기기 및 용품","의료기기","코스닥",1
"A079810",79810,"디이엔티","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A013720",13720,"청보산업","자동차 및 관련부품","엔진부품","코스닥",1
"A195440",195440,"퓨전데이타","IT서비스","시스템서비스","코스닥",1
"A017680",17680,"데코앤이","섬유 및 의류","의류","코스닥",1
"A019490",19490,"하이트론","전기 및 전자기기","보안장비","코스피",1
"A054340",54340,"피앤텔","IT 장비 및 소재","스마트폰 부품","코스닥",1
