"코드.번호","CODE","회사명","업종.대.","업종.소.","코스피코스닥","국내여부"
"A037350",37350,"성도이엔지","반도체 관련장비 및 부품","클린룸","코스닥",1
"A002300",2300,"한국제지","종이 및 용기","종이","코스피",1
"A064510",64510,"에코마이스터","기계","기계","코스닥",1
"A290550",290550,"디케이티","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A241820",241820,"피씨엘","의료기기 및 용품","진단기기","코스닥",1
"A044480",44480,"바이오제네틱스","가정용품","개인용품","코스닥",1
"A107590",107590,"미원홀딩스","IT 장비 및 소재","IT 소재 및 부품","코스피",1
"A219550",219550,"MP한강","가정용품","화장품","코스닥",1
"A037370",37370,"EG","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A095500",95500,"미래나노텍","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A246720",246720,"아스타","의료기기 및 용품","진단기기","코스닥",1
"A058860",58860,"KTis","레저산업","여행","코스피",1
"A010400",10400,"우진아이엔에스","기계","기계","코스피",1
"A053450",53450,"세코닉스","IT 장비 및 소재","카메라모듈","코스닥",1
"A163560",163560,"동일고무벨트","자동차 및 관련부품","기타 자동차부품","코스피",1
"A032940",32940,"원익","의료기기 및 용품","의료기기","코스닥",1
"A065710",65710,"서호전기","운송 및 물류","운송인프라","코스닥",1
"A041520",41520,"이라이콤","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A080720",80720,"한국유니온제약","제약 및 바이오","제약","코스닥",1
"A119830",119830,"아이텍","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A014190",14190,"원익큐브","화학","기타 화학","코스닥",1
"A054620",54620,"APS홀딩스","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A071670",71670,"에이테크솔루션","기계","금형","코스닥",1
"A038460",38460,"바이오스마트","IT서비스","전자결제","코스닥",1
"A042940",42940,"상지카일룸","건설 및 건축자재","중견건설사","코스닥",1
"A246960",246960,"이노테라피","제약 및 바이오","바이오","코스닥",1
"A008800",8800,"스튜디오썸머","가정용품","주방용품","코스닥",1
"A012800",12800,"대창","철강 및 비철강","구리","코스피",1
"A065350",65350,"신성델타테크","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A004910",4910,"조광페인트","건설 및 건축자재","페인트","코스피",1
"A036120",36120,"SCI평가정보","일반서비스","신용정보","코스닥",1
"A039010",39010,"현대통신","건설 및 건축자재","홈네트워크","코스닥",1
"A004540",4540,"깨끗한나라","종이 및 용기","종이","코스피",1
"A054210",54210,"이랜텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A051160",51160,"지어소프트","IT서비스","시스템서비스","코스닥",1
"A033540",33540,"파라텍","기계","기계","코스닥",1
"A053620",53620,"태양","종이 및 용기","용기 및 포장재","코스닥",1
"A198440",198440,"고려시멘트","건설 및 건축자재","시멘트 및 레미콘","코스닥",1
"A002200",2200,"수출포장","종이 및 용기","용기 및 포장재","코스피",1
"A900280",900280,"골든센츄리","기계","농업용기계","코스닥",0
"A048470",48470,"대동스틸","철강 및 비철강","강판","코스닥",1
"A104460",104460,"동양피엔에프","기계","기계","코스닥",1
"A065680",65680,"우주일렉트로","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A215100",215100,"로보로보","일반서비스","교육","코스닥",1
"A009770",9770,"삼정펄프","종이 및 용기","종이","코스피",1
"A055490",55490,"테이팩스","화학","기타 화학","코스피",1
"A033110",33110,"코너스톤네트웍스","일반서비스","교육","코스닥",1
"A079970",79970,"투비소프트","IT서비스","소프트웨어","코스닥",1
"A036090",36090,"위지트","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A040160",40160,"누리텔레콤","유틸리티","스마트그리드","코스닥",1
"A040300",40300,"YTN","미디어 및 엔터","미디어","코스닥",1
"A043340",43340,"에쎈테크","기계","피팅 및 밸브","코스닥",1
"A025440",25440,"대성엘텍","자동차 및 관련부품","전장부품","코스닥",1
"A005750",5750,"대림B&Co","건설 및 건축자재","위생도기","코스피",1
"A069640",69640,"한세엠케이","섬유 및 의류","의류","코스피",1
"A170920",170920,"엘티씨","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A134380",134380,"미원화학","화학","계면활성제","코스피",1
"A149950",149950,"아바텍","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A001750",1750,"한양증권","금융","증권","코스피",1
"A079190",79190,"EMW","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A026150",26150,"특수건설","건설 및 건축자재","중견건설사","코스닥",1
"A017550",17550,"수산중공업","기계","중장비 및 관련품","코스피",1
"A015590",15590,"큐로","기계","플랜트설비","코스피",1
"A145210",145210,"세화아이엠씨","자동차 및 관련부품","타이어","코스피",1
"A258830",258830,"세종메디칼","의료기기 및 용품","의료용품","코스닥",1
"A004770",4770,"써니전자","IT 장비 및 소재","IT 소재 및 부품","코스피",1
"A031860",31860,"엔에스엔","레저산업","자전거","코스닥",1
"A065450",65450,"빅텍","기계","방위산업","코스닥",1
"A105740",105740,"디케이락","기계","피팅 및 밸브","코스닥",1
"A004780",4780,"대륙제관","종이 및 용기","용기 및 포장재","코스닥",1
"A027830",27830,"대성창투","금융","기타 금융","코스닥",1
"A049630",49630,"재영솔루텍","IT 장비 및 소재","카메라모듈","코스닥",1
"A010240",10240,"흥국","기계","중장비 및 관련품","코스닥",1
"A123410",123410,"코리아에프티","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A032850",32850,"비트컴퓨터","의료기기 및 용품","의료서비스","코스닥",1
"A010690",10690,"화신","자동차 및 관련부품","차체부품","코스피",1
"A285490",285490,"노바텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A053590",53590,"한국테크놀로지","기계","보일러","코스닥",1
"A046070",46070,"코다코","자동차 및 관련부품","엔진부품","코스닥",1
"A222420",222420,"쎄노텍","화학","기타 화학","코스닥",1
"A220100",220100,"퓨쳐켐","제약 및 바이오","제약","코스닥",1
"A006370",6370,"대구백화점","유통","백화점","코스피",1
"A024800",24800,"유성티엔에스","철강 및 비철강","강판","코스닥",1
"A080010",80010,"이상네트웍스","유통","전자상거래","코스닥",1
"A006980",6980,"우성사료","식음료","사료","코스피",1
"A122350",122350,"삼기오토모티브","자동차 및 관련부품","변속기부품","코스닥",1
"A090850",90850,"이지웰페어","IT서비스","인터넷서비스","코스닥",1
"A046390",46390,"삼화네트웍스","미디어 및 엔터","미디어","코스닥",1
"A181340",181340,"이즈미디어","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A023450",23450,"동남합성","화학","계면활성제","코스피",1
"A010770",10770,"평화홀딩스","자동차 및 관련부품","기타 자동차부품","코스피",1
"A014580",14580,"백광소재","철강 및 비철강","광물","코스피",1
"A054930",54930,"유신","건설 및 건축자재","중견건설사","코스닥",1
"A204020",204020,"엠코르셋","섬유 및 의류","의류","코스닥",1
"A014570",14570,"고려제약","제약 및 바이오","제약","코스닥",1
"A290660",290660,"네오펙트","의료기기 및 용품","의료기기","코스닥",1
"A238490",238490,"힘스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A117730",117730,"티로보틱스","기계","산업용 로봇","코스닥",1
"A050540",50540,"한국코퍼레이션","IT서비스","컨택센터","코스닥",1
"A108860",108860,"셀바스AI","IT서비스","소프트웨어","코스닥",1
"A006090",6090,"사조오양","식음료","식료품","코스피",1
"A041590",41590,"에너전트","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A011150",11150,"CJ씨푸드","식음료","식료품","코스피",1
"A006740",6740,"영풍제지","종이 및 용기","종이","코스피",1
"A038870",38870,"에코바이오","유틸리티","전력","코스닥",1
"A014970",14970,"삼륭물산","종이 및 용기","용기 및 포장재","코스닥",1
"A090370",90370,"메타랩스","섬유 및 의류","의류","코스피",1
"A017650",17650,"대림제지","종이 및 용기","종이","코스닥",1
"A083660",83660,"CSA 코스믹","건설 및 건축자재","건축자재","코스닥",1
"A137950",137950,"제이씨케미칼","석유 및 가스","석유판매","코스닥",1
"A033430",33430,"디에스티","철강 및 비철강","광물","코스닥",1
"A000220",220,"유유제약","제약 및 바이오","제약","코스피",1
"A084730",84730,"팅크웨어","자동차 및 관련부품","전장부품","코스닥",1
"A083650",83650,"비에이치아이","기계","보일러","코스닥",1
"A012790",12790,"신일제약","제약 및 바이오","제약","코스닥",1
"A090080",90080,"평화산업","자동차 및 관련부품","기타 자동차부품","코스피",1
"A123840",123840,"한일진공","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A013360",13360,"일성건설","건설 및 건축자재","중견건설사","코스피",1
"A013310",13310,"아진산업","자동차 및 관련부품","차체부품","코스닥",1
"A039670",39670,"한류타임즈","미디어 및 엔터","미디어","코스닥",1
"A124500",124500,"아이티센","IT서비스","시스템서비스","코스닥",1
"A102210",102210,"해덕파워웨이","조선","조선기자재","코스닥",1
"A097870",97870,"효성오앤비","화학","비료 및 농약","코스닥",1
"A073570",73570,"WI","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A208140",208140,"정다운","식음료","식료품","코스닥",1
"A006660",6660,"삼성공조","자동차 및 관련부품","공조부품","코스피",1
"A080470",80470,"성창오토텍","자동차 및 관련부품","공조부품","코스닥",1
"A084670",84670,"동양고속","운송 및 물류","육상운송","코스피",1
"A214680",214680,"디알텍","의료기기 및 용품","의료기기","코스닥",1
"A047400",47400,"유니온머티리얼","자동차 및 관련부품","기타 자동차부품","코스피",1
"A092600",92600,"앤씨앤","반도체 관련장비 및 부품","반도체 설계","코스닥",1
"A049480",49480,"오픈베이스","IT서비스","시스템서비스","코스닥",1
"A004090",4090,"한국석유","건설 및 건축자재","건축자재","코스피",1
"A112240",112240,"에스에프씨","에너지","태양광","코스닥",1
"A094840",94840,"슈프리마에이치큐","전기 및 전자기기","보안장비","코스닥",1
"A290740",290740,"액트로","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A015230",15230,"대창단조","기계","중장비 및 관련품","코스피",1
"A277070",277070,"린드먼아시아","금융","기타 금융","코스닥",1
"A033560",33560,"블루콤","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A031820",31820,"콤텍시스템","IT서비스","시스템서비스","코스피",1
"A031310",31310,"아이즈비전","통신","통신장비","코스닥",1
"A225650",225650,"쿠첸","가정용품","가전제품","코스닥",1
"A195990",195990,"유지인트","기계","공작기계","코스닥",1
"A042110",42110,"에스씨디","가정용품","가전제품","코스닥",1
"A100660",100660,"서암기계공업","기계","공작기계","코스닥",1
"A241520",241520,"DSC인베스트먼트","금융","기타 금융","코스닥",1
"A069730",69730,"DSR제강","철강 및 비철강","선재(와이어)","코스피",1
"A079960",79960,"동양이엔피","IT 장비 및 소재","파워서플라이","코스닥",1
"A171090",171090,"선익시스템","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A038680",38680,"에스넷","IT서비스","시스템서비스","코스닥",1
"A037230",37230,"한국팩키지","종이 및 용기","용기 및 포장재","코스닥",1
"A094170",94170,"동운아나텍","IT 장비 및 소재","카메라모듈","코스닥",1
"A092780",92780,"동양피스톤","자동차 및 관련부품","기타 자동차부품","코스피",1
"A196300",196300,"애니젠","제약 및 바이오","바이오","코스닥",1
"A047920",47920,"씨트리","제약 및 바이오","제약","코스닥",1
"A014440",14440,"영보화학","건설 및 건축자재","건축자재","코스피",1
"A053280",53280,"예스24","유통","전자상거래","코스닥",1
"A009310",9310,"참엔지니어링","디스플레이 장비 및 부품","디스플레이 장비","코스피",1
"A066430",66430,"와이오엠","섬유 및 의류","의류","코스닥",1
"A050860",50860,"아세아텍","기계","농업용기계","코스닥",1
"A008600",8600,"윌비스","섬유 및 의류","의류","코스피",1
"A060370",60370,"KT서브마린","건설 및 건축자재","중견건설사","코스닥",1
"A139670",139670,"키네마스터","IT서비스","소프트웨어","코스닥",1
"A032980",32980,"바이온","화학","기타 화학","코스닥",1
"A048430",48430,"유라테크","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A021820",21820,"세원정공","자동차 및 관련부품","차체부품","코스피",1
"A038160",38160,"팍스넷","IT서비스","인터넷서비스","코스닥",1
"A069540",69540,"라이트론","통신","통신장비","코스닥",1
"A021040",21040,"대호피앤씨","철강 및 비철강","선재(와이어)","코스닥",1
"A094360",94360,"칩스앤미디어","반도체 관련장비 및 부품","반도체 설계","코스닥",1
"A060480",60480,"국일신동","철강 및 비철강","구리","코스닥",1
"A093520",93520,"매커스","반도체 관련장비 및 부품","반도체 유통","코스닥",1
"A079950",79950,"인베니아","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A115310",115310,"인포바인","IT서비스","공인인증서","코스닥",1
"A011700",11700,"한신기계","기계","기계","코스피",1
"A148140",148140,"비디아이","기계","플랜트설비","코스닥",1
"A155660",155660,"DSR","철강 및 비철강","스테인리스","코스피",1
"A063760",63760,"이엘피","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A043200",43200,"파루","에너지","태양광","코스닥",1
"A226340",226340,"본느","가정용품","화장품","코스닥",1
"A083450",83450,"GST","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A005190",5190,"동성화학","섬유 및 의류","신발","코스피",1
"A047560",47560,"이스트소프트","IT서비스","소프트웨어","코스닥",1
"A147830",147830,"제룡산업","기계","전력기자재","코스닥",1
"A017480",17480,"삼현철강","철강 및 비철강","강판","코스닥",1
"A156100",156100,"엘앤케이바이오","의료기기 및 용품","의료용품","코스닥",1
"A078940",78940,"코드네이처","건설 및 건축자재","중견건설사","코스닥",1
"A126600",126600,"코프라","자동차 및 관련부품","차량 내장재","코스닥",1
"A066360",66360,"체리부로","식음료","식료품","코스닥",1
"A058220",58220,"아리온","가정용품","셋톱박스","코스닥",1
"A054180",54180,"중앙오션","조선","조선기자재","코스닥",1
"A007610",7610,"선도전기","전기 및 전자기기","전기장비","코스피",1
"A066670",66670,"디스플레이텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A006140",6140,"피제이전자","의료기기 및 용품","의료기기","코스닥",1
"A000500",500,"가온전선","전기 및 전자기기","케이블","코스피",1
"A039290",39290,"인포뱅크","IT서비스","인터넷서비스","코스닥",1
"A005860",5860,"한일사료","식음료","사료","코스닥",1
"A176440",176440,"에이치엔티","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A078860",78860,"아이오케이","IT서비스","소프트웨어","코스닥",1
"A078590",78590,"두올산업","자동차 및 관련부품","차량 내장재","코스닥",1
"A001070",1070,"대한방직","섬유 및 의류","섬유","코스피",1
"A109860",109860,"동일금속","기계","중장비 및 관련품","코스닥",1
"A039020",39020,"이건홀딩스","건설 및 건축자재","창호","코스닥",1
"A063440",63440,"SM Life Design","유통","유통","코스닥",1
"A047080",47080,"한빛소프트","미디어 및 엔터","게임","코스닥",1
"A049430",49430,"코메론","기계","기계","코스닥",1
"A059210",59210,"메타바이오메드","의료기기 및 용품","의료용품","코스닥",1
"A114120",114120,"크루셜텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A037760",37760,"쎄니트","미디어 및 엔터","영화","코스닥",1
"A134780",134780,"화진","자동차 및 관련부품","차량 내장재","코스닥",1
"A053110",53110,"소리바다","미디어 및 엔터","미디어","코스닥",1
"A040610",40610,"SG&G","자동차 및 관련부품","차량 시트","코스닥",1
"A204990",204990,"현성바이탈","식음료","식료품","코스닥",1
"A016670",16670,"포비스티앤씨","IT서비스","소프트웨어","코스닥",1
"A009190",9190,"대양금속","철강 및 비철강","스테인리스","코스피",1
"A001080",1080,"만호제강","철강 및 비철강","선재(와이어)","코스피",1
"A095910",95910,"에스에너지","에너지","태양광","코스닥",1
"A004590",4590,"한국가구","가정용품","가구","코스닥",1
"A002920",2920,"유성기업","자동차 및 관련부품","엔진부품","코스피",1
"A038070",38070,"서린바이오","제약 및 바이오","바이오","코스닥",1
"A050320",50320,"에이앤티앤","IT서비스","시스템서비스","코스닥",1
"A090410",90410,"덕신하우징","건설 및 건축자재","거푸집","코스닥",1
"A033310",33310,"디케이디앤아이","종이 및 용기","용기 및 포장재","코스닥",1
"A148250",148250,"알엔투테크놀로지","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A046940",46940,"우원개발","건설 및 건축자재","중견건설사","코스닥",1
"A131760",131760,"파인텍","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A129260",129260,"인터지스","운송 및 물류","운송인프라","코스피",1
"A050120",50120,"라이브플렉스","레저산업","레저","코스닥",1
"A119850",119850,"지엔씨에너지","유틸리티","전력","코스닥",1
"A056090",56090,"유앤아이","의료기기 및 용품","의료기기","코스닥",1
"A187790",187790,"나노","화학","기타 화학","코스닥",1
"A024890",24890,"대원화성","섬유 및 의류","피혁(가죽)","코스피",1
"A000590",590,"CS홀딩스","철강 및 비철강","선재(와이어)","코스피",1
"A065940",65940,"바이오빌","화학","기타 화학","코스닥",1
"A039980",39980,"리노스","섬유 및 의류","의류","코스닥",1
"A036710",36710,"심텍홀딩스","IT 장비 및 소재","PCB","코스닥",1
"A043650",43650,"국순당","식음료","음료","코스닥",1
"A220260",220260,"켐트로스","IT 장비 및 소재","2차전지","코스닥",1
"A003010",3010,"혜인","기계","중장비 및 관련품","코스피",1
"A217330",217330,"싸이토젠","제약 및 바이오","바이오","코스닥",1
"A036480",36480,"대성미생물","제약 및 바이오","동물용의약품","코스닥",1
"A018680",18680,"서울제약","제약 및 바이오","제약","코스닥",1
"A263600",263600,"덕우전자","IT 장비 및 소재","카메라모듈","코스닥",1
"A024120",24120,"KB오토시스","자동차 및 관련부품","제동장치","코스닥",1
"A207760",207760,"미스터블루","미디어 및 엔터","미디어","코스닥",1
"A084180",84180,"수성","기계","중장비 및 관련품","코스닥",1
"A053260",53260,"금강철강","철강 및 비철강","강판","코스닥",1
"A008260",8260,"NI스틸","철강 및 비철강","제강","코스피",1
"A078650",78650,"코렌","IT 장비 및 소재","카메라모듈","코스닥",1
"A057030",57030,"와이비엠넷","일반서비스","교육","코스닥",1
"A208860",208860,"엔지스테크널러지","IT서비스","소프트웨어","코스닥",1
"A025550",25550,"한국선재","철강 및 비철강","선재(와이어)","코스닥",1
"A036010",36010,"아비코전자","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A109820",109820,"진매트릭스","제약 및 바이오","바이오","코스닥",1
"A068050",68050,"팬엔터테인먼트","미디어 및 엔터","미디어","코스닥",1
"A083420",83420,"그린케미칼","화학","기타 화학","코스피",1
"A001020",1020,"페이퍼코리아","종이 및 용기","종이","코스피",1
"A033200",33200,"모아텍","전기 및 전자기기","전자기기","코스닥",1
"A019590",19590,"엠벤처투자","금융","기타 금융","코스닥",1
"A197210",197210,"리드","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A024840",24840,"KBI메탈","전기 및 전자기기","케이블","코스닥",1
"A051490",51490,"나라엠앤디","기계","금형","코스닥",1
"A043710",43710,"서울리거","미디어 및 엔터","게임","코스닥",1
"A008870",8870,"금비","종이 및 용기","용기 및 포장재","코스피",1
"A052860",52860,"아이앤씨","기계","전력기자재","코스닥",1
"A079660",79660,"사조해표","식음료","식료품","코스피",1
"A088390",88390,"이녹스","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A081150",81150,"티플랙스","철강 및 비철강","스테인리스","코스닥",1
"A002820",2820,"선창산업","건설 및 건축자재","목재","코스피",1
"A006890",6890,"태경화학","화학","기타 화학","코스피",1
"A039310",39310,"세중","레저산업","여행","코스닥",1
"A131090",131090,"시큐브","IT서비스","보안서비스","코스닥",1
"A037330",37330,"인지디스플레","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A039420",39420,"케이엘넷","IT서비스","시스템서비스","코스닥",1
"A037440",37440,"희림","건설 및 건축자재","중견건설사","코스닥",1
"A123570",123570,"이엠넷","미디어 및 엔터","광고","코스닥",1
"A067570",67570,"엔브이에이치코리아","자동차 및 관련부품","차량 내장재","코스닥",1
"A043910",43910,"자연과환경","일반서비스","환경서비스","코스닥",1
"A085670",85670,"뉴프렉스","IT 장비 및 소재","PCB","코스닥",1
"A052300",52300,"W홀딩컴퍼니","운송 및 물류","육상운송","코스닥",1
"A056360",56360,"코위버","통신","통신장비","코스닥",1
"A007280",7280,"한국특수형강","철강 및 비철강","제강","코스피",1
"A142210",142210,"유니트론텍","반도체 관련장비 및 부품","반도체 유통","코스닥",1
"A059120",59120,"아진엑스텍","기계","산업용 로봇","코스닥",1
"A252500",252500,"세화피앤씨","가정용품","화장품","코스닥",1
"A101400",101400,"엔시트론","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A033130",33130,"디지틀조선","미디어 및 엔터","미디어","코스닥",1
"A004270",4270,"남성","전기 및 전자기기","전자기기","코스피",1
"A149980",149980,"하이로닉","의료기기 및 용품","의료기기","코스닥",1
"A056730",56730,"포스링크","IT서비스","시스템서비스","코스닥",1
"A219420",219420,"링크제니시스","IT서비스","소프트웨어","코스닥",1
"A101240",101240,"씨큐브","화학","기타 화학","코스닥",1
"A035480",35480,"마제스타","레저산업","카지노","코스닥",1
"A218150",218150,"미래생명자원","식음료","식료품","코스닥",1
"A058530",58530,"슈펙스비앤피","IT 장비 및 소재","PCB","코스닥",1
"A099220",99220,"SDN","에너지","태양광","코스닥",1
"A066910",66910,"손오공","유아동산업","유아동산업","코스닥",1
"A079650",79650,"서산","건설 및 건축자재","시멘트 및 레미콘","코스닥",1
"A017250",17250,"인터엠","전기 및 전자기기","전자기기","코스닥",1
"A060300",60300,"레드로버","미디어 및 엔터","미디어","코스닥",1
"A046970",46970,"우리로","통신","통신장비","코스닥",1
"A085810",85810,"알티캐스트","IT서비스","소프트웨어","코스닥",1
"A005670",5670,"푸드웰","식음료","식료품","코스닥",1
"A073110",73110,"엘엠에스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A225430",225430,"케이엠제약","가정용품","개인용품","코스닥",1
"A219750",219750,"지티지웰니스","의료기기 및 용품","의료기기","코스닥",1
"A071280",71280,"로체시스템즈","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A900080",900080,"에스앤씨엔진그룹","자동차 및 관련부품","기타 자동차부품","코스닥",0
"A208350",208350,"지란지교시큐리티","IT서비스","소프트웨어","코스닥",1
"A008420",8420,"문배철강","철강 및 비철강","강판","코스피",1
"A140520",140520,"대창스틸","철강 및 비철강","강판","코스닥",1
"A066900",66900,"디에이피","IT 장비 및 소재","PCB","코스닥",1
"A222810",222810,"한류AI센터","IT서비스","소프트웨어","코스닥",1
"A049720",49720,"고려신용정보","일반서비스","신용정보","코스닥",1
"A160600",160600,"에스엔텍","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A012280",12280,"영화금속","자동차 및 관련부품","엔진부품","코스피",1
"A275630",275630,"에스에스알","IT서비스","보안서비스","코스닥",1
"A004410",4410,"서울식품","식음료","식료품","코스피",1
"A058630",58630,"엠게임","미디어 및 엔터","게임","코스닥",1
"A018470",18470,"조일알미늄","철강 및 비철강","알루미늄","코스피",1
"A131180",131180,"딜리","전기 및 전자기기","전자기기","코스닥",1
"A072770",72770,"네오디안테크놀로지","IT서비스","소프트웨어","코스닥",1
"A000910",910,"유니온","건설 및 건축자재","시멘트 및 레미콘","코스피",1
"A010470",10470,"오리콤","미디어 및 엔터","광고","코스닥",1
"A114450",114450,"KPX생명과학","제약 및 바이오","원료의약품","코스닥",1
"A217820",217820,"엔에스","IT 장비 및 소재","2차전지","코스닥",1
"A049830",49830,"승일","종이 및 용기","용기 및 포장재","코스닥",1
"A154030",154030,"아시아종묘","식음료","식료품","코스닥",1
"A011500",11500,"한농화성","화학","계면활성제","코스피",1
"A045660",45660,"에이텍","가정용품","가전제품","코스닥",1
"A217500",217500,"러셀","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A092870",92870,"엑시콘","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A138610",138610,"나이벡","의료기기 및 용품","의료용품","코스닥",1
"A001560",1560,"제일연마","철강 및 비철강","광물","코스피",1
"A215480",215480,"토박스코리아","섬유 및 의류","의류","코스닥",1
"A033230",33230,"인성정보","의료기기 및 용품","의료서비스","코스닥",1
"A006570",6570,"대림통상","건설 및 건축자재","위생도기","코스피",1
"A072990",72990,"에이치시티","전기 및 전자기기","전자기기","코스닥",1
"A025820",25820,"이구산업","철강 및 비철강","구리","코스피",1
"A054090",54090,"삼진엘앤디","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A045060",45060,"오공","화학","기타 화학","코스닥",1
"A084650",84650,"랩지노믹스","제약 및 바이오","바이오","코스닥",1
"A006920",6920,"모헨즈","건설 및 건축자재","시멘트 및 레미콘","코스닥",1
"A115500",115500,"케이씨에스","IT서비스","시스템서비스","코스닥",1
"A141020",141020,"포티스","IT서비스","인터넷서비스","코스닥",1
"A265560",265560,"영화테크","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A177830",177830,"파버나인","철강 및 비철강","알루미늄","코스닥",1
"A036690",36690,"코맥스","건설 및 건축자재","홈네트워크","코스닥",1
"A009810",9810,"엔케이물산","종이 및 용기","용기 및 포장재","코스피",1
"A046110",46110,"한일네트웍스","IT서비스","시스템서비스","코스닥",1
"A001810",1810,"무림SP","종이 및 용기","종이","코스닥",1
"A080520",80520,"오디텍","반도체 관련장비 및 부품","반도체 제조","코스닥",1
"A013700",13700,"까뮤이앤씨","건설 및 건축자재","중견건설사","코스피",1
"A002680",2680,"한탑","식음료","식료품","코스닥",1
"A042600",42600,"새로닉스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A264660",264660,"씨앤지하이테크","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A104040",104040,"대성파인텍","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A004140",4140,"동방","운송 및 물류","운송인프라","코스피",1
"A052220",52220,"iMBC","미디어 및 엔터","미디어","코스닥",1
"A026940",26940,"부국철강","철강 및 비철강","강판","코스피",1
"A253590",253590,"네오셈","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A041920",41920,"메디아나","의료기기 및 용품","의료기기","코스닥",1
"A106240",106240,"파인테크닉스","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A086670",86670,"비엠티","기계","피팅 및 밸브","코스닥",1
"A263810",263810,"상신전자","IT 장비 및 소재","전자부품","코스닥",1
"A184230",184230,"SGA솔루션즈","IT서비스","보안서비스","코스닥",1
"A071850",71850,"캐스텍코리아","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A215380",215380,"우정바이오","제약 및 바이오","바이오","코스닥",1
"A127710",127710,"아시아경제","미디어 및 엔터","미디어","코스닥",1
"A039230",39230,"에이아이비트","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A010280",10280,"쌍용정보통신","IT서비스","시스템서비스","코스닥",1
"A214310",214310,"세미콘라이트","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A118000",118000,"우리들휴브레인","의료기기 및 용품","의료기기","코스피",1
"A114630",114630,"우노앤컴퍼니","섬유 및 의류","섬유","코스닥",1
"A001620",1620,"케이비아이동국실업","자동차 및 관련부품","차량 내장재","코스피",1
"A014910",14910,"성문전자","IT 장비 및 소재","콘덴서","코스피",1
"A208710",208710,"바이오로그디바이스","IT 장비 및 소재","카메라모듈","코스닥",1
"A093230",93230,"이아이디","석유 및 가스","석유판매","코스피",1
"A246690",246690,"TS인베스트먼트","금융","기타 금융","코스닥",1
"A060540",60540,"에스에이티","통신","통신장비","코스닥",1
"A032800",32800,"판타지오","미디어 및 엔터","매니지먼트","코스닥",1
"A012170",12170,"키위미디어그룹","운송 및 물류","운송인프라","코스피",1
"A215090",215090,"한컴유니맥스","기계","우주항공","코스닥",1
"A068940",68940,"아이씨케이","전기 및 전자기기","스마트카드","코스닥",1
"A054300",54300,"팬스타엔터프라이즈","기계","기계","코스닥",1
"A093240",93240,"형지엘리트","섬유 및 의류","의류","코스피",1
